source,disease,level,location,age_group,horizon,model,spread,overprediction,underprediction,wis,c50,c95
agi,are,states,DE-SH-HH,00+,-1,KIT-simple_nowcast,35596.90161077268,23910.558522023442,44720.546066745046,104228.00619954117,0.45454545454545453,0.9090909090909091
agi,are,states,DE-SH-HH,00+,0,KIT-simple_nowcast,63457.92377889882,40739.77766125622,114498.3290851252,218696.03052528022,0.36363636363636365,0.8181818181818182
agi,are,states,DE-SH-HH,00+,1,KIT-EnsembleComplete,105023.40909090909,53472.155844155845,113541.56493506493,272037.12987012987,0.36363636363636365,0.9545454545454546
agi,are,states,DE-SH-HH,00+,1,KIT-EnsembleRealtime,105023.40909090909,53472.155844155845,113541.56493506493,272037.12987012987,0.36363636363636365,0.9545454545454546
agi,are,states,DE-SH-HH,00+,1,KIT-hhh4,105023.40909090909,53472.155844155845,113541.56493506493,272037.12987012987,0.36363636363636365,0.9545454545454546
agi,are,states,DE-SH-HH,00+,1,KIT-persistence,81854.82039286902,52953.21180903637,121086.7031662335,255894.7353681389,0.36363636363636365,0.8636363636363636
agi,are,states,DE-SH-HH,00+,2,KIT-EnsembleComplete,125053.92857142858,138124.0974025974,164157.8116883117,427335.83766233764,0.22727272727272727,0.8181818181818182
agi,are,states,DE-SH-HH,00+,2,KIT-EnsembleRealtime,125053.92857142858,138124.0974025974,164157.8116883117,427335.83766233764,0.22727272727272727,0.8181818181818182
agi,are,states,DE-SH-HH,00+,2,KIT-hhh4,125053.92857142858,138124.0974025974,164157.8116883117,427335.83766233764,0.22727272727272727,0.8181818181818182
agi,are,states,DE-SH-HH,00+,2,KIT-persistence,115087.89809850098,119440.12793316435,152757.2389054363,387285.26493710163,0.18181818181818182,0.8636363636363636
agi,are,states,DE-SH-HH,00+,3,KIT-EnsembleComplete,142291.94805194807,186209.98701298703,218601.83116883118,547103.7662337662,0.22727272727272727,0.7272727272727273
agi,are,states,DE-SH-HH,00+,3,KIT-EnsembleRealtime,142291.94805194807,186209.98701298703,218601.83116883118,547103.7662337662,0.22727272727272727,0.7272727272727273
agi,are,states,DE-SH-HH,00+,3,KIT-hhh4,142291.94805194807,186209.98701298703,218601.83116883118,547103.7662337662,0.22727272727272727,0.7272727272727273
agi,are,states,DE-SH-HH,00+,3,KIT-persistence,131651.31759840593,181182.6555958685,192346.441790999,505180.41498527344,0.13636363636363635,0.7727272727272727
agi,are,states,DE-SH-HH,00+,4,KIT-EnsembleComplete,157427.79220779223,160320.07142857142,250439.05844155845,568186.922077922,0.13636363636363635,0.7727272727272727
agi,are,states,DE-SH-HH,00+,4,KIT-EnsembleRealtime,157427.79220779223,160320.07142857142,250439.05844155845,568186.922077922,0.13636363636363635,0.7727272727272727
agi,are,states,DE-SH-HH,00+,4,KIT-hhh4,157427.79220779223,160320.07142857142,250439.05844155845,568186.922077922,0.13636363636363635,0.7727272727272727
agi,are,states,DE-SH-HH,00+,4,KIT-persistence,135303.6150647574,176739.82522159792,226775.42535060635,538818.8656369617,0.22727272727272727,0.8636363636363636
agi,are,states,DE-SN,00+,-3,KIT-simple_nowcast,4709.365335043487,7052.964538541758,1318.6991363684865,13081.02900995373,0.5454545454545454,0.8636363636363636
agi,are,states,DE-SN,00+,-2,KIT-simple_nowcast,7909.704206558371,13913.564455515436,4559.301544827004,26382.57020690081,0.5909090909090909,0.8181818181818182
agi,are,states,DE-SN,00+,-1,KIT-simple_nowcast,17117.3889104753,24118.87128948767,10265.10193831926,51501.36213828223,0.4090909090909091,0.8636363636363636
agi,are,states,DE-SN,00+,0,KIT-simple_nowcast,30273.453355179787,78805.40249233456,11659.272241052766,120738.12808856711,0.5909090909090909,0.7727272727272727
agi,are,states,DE-SN,00+,1,KIT-EnsembleComplete,76152.37012987013,45566.318181818184,45960.01298701299,167678.70129870131,0.5909090909090909,0.9545454545454546
agi,are,states,DE-SN,00+,1,KIT-EnsembleRealtime,76152.37012987013,45566.318181818184,45960.01298701299,167678.70129870131,0.5909090909090909,0.9545454545454546
agi,are,states,DE-SN,00+,1,KIT-hhh4,76152.37012987013,45566.318181818184,45960.01298701299,167678.70129870131,0.5909090909090909,0.9545454545454546
agi,are,states,DE-SN,00+,1,KIT-persistence,45702.402414267366,84096.6783041984,54299.311662232205,184098.39238069797,0.36363636363636365,0.7727272727272727
agi,are,states,DE-SN,00+,2,KIT-EnsembleComplete,91577.62987012987,94958.44805194806,62010.40909090909,248546.48701298703,0.45454545454545453,0.8181818181818182
agi,are,states,DE-SN,00+,2,KIT-EnsembleRealtime,91577.62987012987,94958.44805194806,62010.40909090909,248546.48701298703,0.45454545454545453,0.8181818181818182
agi,are,states,DE-SN,00+,2,KIT-hhh4,91577.62987012987,94958.44805194806,62010.40909090909,248546.48701298703,0.45454545454545453,0.8181818181818182
agi,are,states,DE-SN,00+,2,KIT-persistence,66657.55993448693,129720.0869331794,62678.05903285704,259055.70590052338,0.5,0.7727272727272727
agi,are,states,DE-SN,00+,3,KIT-EnsembleComplete,105119.96753246753,110242.35064935064,87281.23376623377,302643.55194805196,0.4090909090909091,0.7727272727272727
agi,are,states,DE-SN,00+,3,KIT-EnsembleRealtime,105119.96753246753,110242.35064935064,87281.23376623377,302643.55194805196,0.4090909090909091,0.7727272727272727
agi,are,states,DE-SN,00+,3,KIT-hhh4,105119.96753246753,110242.35064935064,87281.23376623377,302643.55194805196,0.4090909090909091,0.7727272727272727
agi,are,states,DE-SN,00+,3,KIT-persistence,62246.38527888895,170496.28869862016,82078.75196165759,314821.4259391667,0.22727272727272727,0.6363636363636364
agi,are,states,DE-SN,00+,4,KIT-EnsembleComplete,117211.55844155845,102421.18831168831,109063.92207792208,328696.66883116885,0.36363636363636365,0.8636363636363636
agi,are,states,DE-SN,00+,4,KIT-EnsembleRealtime,117211.55844155845,102421.18831168831,109063.92207792208,328696.66883116885,0.36363636363636365,0.8636363636363636
agi,are,states,DE-SN,00+,4,KIT-hhh4,117211.55844155845,102421.18831168831,109063.92207792208,328696.66883116885,0.36363636363636365,0.8636363636363636
agi,are,states,DE-SN,00+,4,KIT-persistence,55632.55528809553,198652.909143903,126242.43827298532,380527.90270498383,0.2727272727272727,0.5454545454545454
agi,are,states,DE-ST,00+,-3,KIT-simple_nowcast,4659.14880459005,19863.68317269644,3340.643770155621,27863.47574744211,0.45454545454545453,0.7727272727272727
agi,are,states,DE-ST,00+,-2,KIT-simple_nowcast,14992.962151019943,28612.09273076651,11467.60701709346,55072.66189887992,0.3181818181818182,0.8636363636363636
agi,are,states,DE-ST,00+,-1,KIT-simple_nowcast,22246.75539991922,34832.23594707611,33838.077767746334,90917.06911474167,0.4090909090909091,0.8181818181818182
agi,are,states,DE-ST,00+,0,KIT-simple_nowcast,58239.7705628717,69826.33162049632,51090.50303233791,179156.60521570593,0.5,0.8636363636363636
agi,are,states,DE-ST,00+,1,KIT-EnsembleComplete,104185.55194805196,15559.207792207793,31417.363636363636,151162.12337662338,0.7272727272727273,1
agi,are,states,DE-ST,00+,1,KIT-EnsembleRealtime,104185.55194805196,15559.207792207793,31417.363636363636,151162.12337662338,0.7272727272727273,1
agi,are,states,DE-ST,00+,1,KIT-hhh4,104185.55194805196,15559.207792207793,31417.363636363636,151162.12337662338,0.7272727272727273,1
agi,are,states,DE-ST,00+,1,KIT-persistence,63040.20120943809,39852.441750691294,52322.04938905604,155214.69234918544,0.5,0.8636363636363636
agi,are,states,DE-ST,00+,2,KIT-EnsembleComplete,126585.64935064936,62068.61038961039,31876.53896103896,220530.7987012987,0.7727272727272727,0.9545454545454546
agi,are,states,DE-ST,00+,2,KIT-EnsembleRealtime,126585.64935064936,62068.61038961039,31876.53896103896,220530.7987012987,0.7727272727272727,0.9545454545454546
agi,are,states,DE-ST,00+,2,KIT-hhh4,126585.64935064936,62068.61038961039,31876.53896103896,220530.7987012987,0.7727272727272727,0.9545454545454546
agi,are,states,DE-ST,00+,2,KIT-persistence,87699.12669382687,68097.16431803303,33903.94926443169,189700.2402762916,0.5,0.9545454545454546
agi,are,states,DE-ST,00+,3,KIT-EnsembleComplete,146455.77922077922,84251.09090909091,45703.05194805195,276409.9220779221,0.5,0.9090909090909091
agi,are,states,DE-ST,00+,3,KIT-EnsembleRealtime,146455.77922077922,84251.09090909091,45703.05194805195,276409.9220779221,0.5,0.9090909090909091
agi,are,states,DE-ST,00+,3,KIT-hhh4,146455.77922077922,84251.09090909091,45703.05194805195,276409.9220779221,0.5,0.9090909090909091
agi,are,states,DE-ST,00+,3,KIT-persistence,91516.48080314128,109501.64828488675,52619.196804272084,253637.3258923001,0.4090909090909091,0.8636363636363636
agi,are,states,DE-ST,00+,4,KIT-EnsembleComplete,164368.96103896105,85538.38311688312,55335.92857142857,305243.2727272727,0.6818181818181818,0.9090909090909091
agi,are,states,DE-ST,00+,4,KIT-EnsembleRealtime,164368.96103896105,85538.38311688312,55335.92857142857,305243.2727272727,0.6818181818181818,0.9090909090909091
agi,are,states,DE-ST,00+,4,KIT-hhh4,164368.96103896105,85538.38311688312,55335.92857142857,305243.2727272727,0.6818181818181818,0.9090909090909091
agi,are,states,DE-ST,00+,4,KIT-persistence,89437.25711115482,119089.04614408742,76105.57586708297,284631.8791223252,0.36363636363636365,0.7727272727272727
agi,are,states,DE-TH,00+,-3,KIT-simple_nowcast,5599.16334143038,5783.760918229953,1422.6769659520892,12805.601225612421,0.7272727272727273,0.9090909090909091
agi,are,states,DE-TH,00+,-2,KIT-simple_nowcast,11067.331922279815,631.2500759924641,25473.730557947267,37172.31255621955,0.7272727272727273,0.8636363636363636
agi,are,states,DE-TH,00+,-1,KIT-simple_nowcast,23861.847738349934,9663.317669721397,29201.15174051327,62726.3171485846,0.7272727272727273,0.7727272727272727
agi,are,states,DE-TH,00+,0,KIT-simple_nowcast,36992.77203372875,60557.07148385504,15182.245065060972,112732.08858264476,0.7727272727272727,0.8636363636363636
agi,are,states,DE-TH,00+,1,KIT-EnsembleComplete,88137.5974025974,21797.14935064935,63667.78571428572,173602.53246753247,0.5909090909090909,0.9090909090909091
agi,are,states,DE-TH,00+,1,KIT-EnsembleRealtime,88137.5974025974,21797.14935064935,63667.78571428572,173602.53246753247,0.5909090909090909,0.9090909090909091
agi,are,states,DE-TH,00+,1,KIT-hhh4,88137.5974025974,21797.14935064935,63667.78571428572,173602.53246753247,0.5909090909090909,0.9090909090909091
agi,are,states,DE-TH,00+,1,KIT-persistence,54108.43337963272,66778.24941905325,79652.09628279139,200538.77908147735,0.4090909090909091,0.7272727272727273
agi,are,states,DE-TH,00+,2,KIT-EnsembleComplete,106425.48701298701,42898.103896103894,70894.73376623377,220218.3246753247,0.5909090909090909,0.8636363636363636
agi,are,states,DE-TH,00+,2,KIT-EnsembleRealtime,106425.48701298701,42898.103896103894,70894.73376623377,220218.3246753247,0.5909090909090909,0.8636363636363636
agi,are,states,DE-TH,00+,2,KIT-hhh4,106425.48701298701,42898.103896103894,70894.73376623377,220218.3246753247,0.5909090909090909,0.8636363636363636
agi,are,states,DE-TH,00+,2,KIT-persistence,63710.06049972453,80649.09502244258,71698.14616408275,216057.30168624985,0.36363636363636365,0.8181818181818182
agi,are,states,DE-TH,00+,3,KIT-EnsembleComplete,122570.19480519481,64514.12987012987,71249.44805194806,258333.77272727274,0.5909090909090909,0.9090909090909091
agi,are,states,DE-TH,00+,3,KIT-EnsembleRealtime,122570.19480519481,64514.12987012987,71249.44805194806,258333.77272727274,0.5909090909090909,0.9090909090909091
agi,are,states,DE-TH,00+,3,KIT-hhh4,122570.19480519481,64514.12987012987,71249.44805194806,258333.77272727274,0.5909090909090909,0.9090909090909091
agi,are,states,DE-TH,00+,3,KIT-persistence,70211.96078607418,107738.6326599662,63051.30809577315,241001.90154181354,0.22727272727272727,0.8181818181818182
agi,are,states,DE-TH,00+,4,KIT-EnsembleComplete,137070.8116883117,88379.32467532468,106595.3961038961,332045.5324675325,0.45454545454545453,0.9090909090909091
agi,are,states,DE-TH,00+,4,KIT-EnsembleRealtime,137070.8116883117,88379.32467532468,106595.3961038961,332045.5324675325,0.45454545454545453,0.9090909090909091
agi,are,states,DE-TH,00+,4,KIT-hhh4,137070.8116883117,88379.32467532468,106595.3961038961,332045.5324675325,0.45454545454545453,0.9090909090909091
agi,are,states,DE-TH,00+,4,KIT-persistence,78342.04499002568,145155.21442676504,115292.96324719922,338790.22266398993,0.3181818181818182,0.7272727272727273
icosari,sari,age,DE,00-04,-3,KIT-EnsembleNowcastComplete,4.899966579469654,10.122737556561086,8.737338372929827,23.760042508960566,0.09090909090909091,0.2727272727272727
icosari,sari,age,DE,00-04,-3,KIT-EnsembleNowcastRealtime,2.4096719457013616,13.342383107088994,8.650075414781293,24.40213046757165,0.09090909090909091,0.2727272727272727
icosari,sari,age,DE,00-04,-3,KIT-epinowcast,0,8.363636363636363,7.2727272727272725,15.636363636363637,0.09090909090909091,0.09090909090909091
icosari,sari,age,DE,00-04,-3,KIT-simple_nowcast,2.645588235294118,13.28733031674208,8.389140271493213,24.32205882352941,0.6818181818181818,0.8636363636363636
icosari,sari,age,DE,00-04,-3,RIVM-GAM,2.211038961038962,7.363636363636363,4.194805194805195,13.76948051948052,0.6363636363636364,0.8636363636363636
icosari,sari,age,DE,00-04,-3,RKI-Pilot_01,0.9557851461191431,0,4.92732539024136,5.883110536360503,0.7727272727272727,0.9545454545454546
icosari,sari,age,DE,00-04,-2,KIT-EnsembleNowcastComplete,21.934795058613272,18.89935690393515,8.571687099662784,49.40583906221121,0.4090909090909091,0.5
icosari,sari,age,DE,00-04,-2,KIT-EnsembleNowcastRealtime,16.188955505279033,26.791327300150833,8.561085972850679,51.54136877828054,0.3181818181818182,0.5
icosari,sari,age,DE,00-04,-2,KIT-epinowcast,6.112215909090908,18.07987012987013,5.302597402597405,29.494683441558443,0.13636363636363635,0.5454545454545454
icosari,sari,age,DE,00-04,-2,KIT-simple_nowcast,16.923076923076923,27.518099547511312,8.289592760180996,52.73076923076923,0.45454545454545453,0.5909090909090909
icosari,sari,age,DE,00-04,-2,RIVM-GAM,8.277597402597404,15.655844155844155,4.85064935064935,28.78409090909091,0.5909090909090909,0.6818181818181818
icosari,sari,age,DE,00-04,-2,RKI-Pilot_01,6.124911776806885,0.11404549452823164,6.143541022204123,12.38249829353924,0.9090909090909091,1
icosari,sari,age,DE,00-04,-1,KIT-EnsembleNowcastComplete,47.84548317773836,31.970676551090747,-2.60885617681766,77.20730355201145,0.5454545454545454,0.6363636363636364
icosari,sari,age,DE,00-04,-1,KIT-EnsembleNowcastRealtime,37.92290535444946,45.411613876319784,-1.9498491704374168,81.38467006033183,0.4090909090909091,0.6363636363636364
icosari,sari,age,DE,00-04,-1,KIT-epinowcast,23.41732142857143,28.110714285714288,2.5876623376623376,54.11569805194806,0.5,0.7272727272727273
icosari,sari,age,DE,00-04,-1,KIT-simple_nowcast,22.908823529411766,64.22624434389141,0.10859728506787328,87.24366515837104,0.2727272727272727,0.5909090909090909
icosari,sari,age,DE,00-04,-1,RIVM-GAM,25.37857142857143,16.844155844155843,1.2857142857142856,43.50844155844156,0.6818181818181818,0.8181818181818182
icosari,sari,age,DE,00-04,-1,RKI-Pilot_01,12.611607688881646,1.7723240703315444,3.5799862529086126,17.963918012121802,0.6363636363636364,1
icosari,sari,age,DE,00-04,0,KIT-EnsembleNowcastComplete,114.30334173641603,90.79881774878899,-3.1665939726461154,201.93556551255892,0.5,0.9090909090909091
icosari,sari,age,DE,00-04,0,KIT-EnsembleNowcastRealtime,102.43305618401207,107.85886123680241,-0.40837104072398234,209.8835463800905,0.4090909090909091,0.8636363636363636
icosari,sari,age,DE,00-04,0,KIT-epinowcast,109.59486201298702,57.213311688311684,6.915584415584416,173.72375811688312,0.7272727272727273,0.9090909090909091
icosari,sari,age,DE,00-04,0,KIT-simple_nowcast,43.35769230769231,187.31674208144796,1.3619909502262442,232.0364253393665,0.13636363636363635,0.3181818181818182
icosari,sari,age,DE,00-04,0,RIVM-GAM,58.433766233766235,23.7012987012987,3.168831168831169,85.30389610389611,0.6818181818181818,0.9545454545454546
icosari,sari,age,DE,00-04,-0,RKI-Pilot_01,30.630018132779934,12.633877557416252,8.759893574552677,52.023789264748864,0.6363636363636364,1
icosari,sari,age,DE,00-04,1,KIT-EnsembleComplete,112.37410601149807,62.39280338116933,12.466008985436758,187.23291837810416,0.5454545454545454,1
icosari,sari,age,DE,00-04,1,KIT-EnsembleRealtime,111.93523921058133,65.25255208542355,12.74545103313303,189.9332423291379,0.5454545454545454,1
icosari,sari,age,DE,00-04,1,KIT-LightGBM,92.7388209066221,138.24478650160216,2.7017265176518053,233.68533392587605,0.3181818181818182,0.8181818181818182
icosari,sari,age,DE,00-04,1,KIT-TSMixer,143.08479582917084,33.28249583749584,31.983782883782887,208.35107455044957,0.7727272727272727,1
icosari,sari,age,DE,00-04,1,KIT-hhh4,101.2987012987013,72.16883116883118,28.272727272727273,201.74025974025975,0.5454545454545454,0.9545454545454546
icosari,sari,age,DE,00-04,1,KIT-persistence,54.920779220779224,142.58441558441558,33.87662337662338,231.38181818181818,0.18181818181818182,0.7272727272727273
icosari,sari,age,DE,00-04,1,baseline,291.96038961038965,76.33116883116882,22.753246753246753,391.04480519480524,0.7727272727272727,1
icosari,sari,age,DE,00-04,2,KIT-EnsembleComplete,118.13075588745731,45.179010597202314,33.55850046695886,196.8682669516185,0.6363636363636364,1
icosari,sari,age,DE,00-04,2,KIT-EnsembleRealtime,118.06082695553668,52.05135589670861,33.55850046695886,203.67068331920416,0.6363636363636364,1
icosari,sari,age,DE,00-04,2,KIT-LightGBM,94.58787376460303,91.94522442974413,16.72066021615228,203.25375841049944,0.36363636363636365,0.9545454545454546
icosari,sari,age,DE,00-04,2,KIT-TSMixer,138.14854974192474,19.796708291708292,79.43919913419914,237.38445716783218,0.5454545454545454,1
icosari,sari,age,DE,00-04,2,KIT-hhh4,121.65584415584416,63.16233766233766,38.86363636363637,223.6818181818182,0.5,0.9545454545454546
icosari,sari,age,DE,00-04,2,KIT-persistence,60.12337662337663,170.82467532467533,99.3896103896104,330.3376623376623,0.3181818181818182,0.5909090909090909
icosari,sari,age,DE,00-04,2,baseline,287.0279220779221,73.1038961038961,25.746753246753247,385.87857142857143,0.7727272727272727,1
icosari,sari,age,DE,00-04,3,KIT-EnsembleComplete,131.3363350727267,32.50831863786233,39.61819341965168,203.4628471302407,0.5909090909090909,1
icosari,sari,age,DE,00-04,3,KIT-EnsembleRealtime,132.6309833211132,37.35078588781003,39.01269072224862,208.99445993117183,0.6363636363636364,1
icosari,sari,age,DE,00-04,3,KIT-LightGBM,122.40781961211948,62.92419734129607,11.103770904379203,196.43578785779476,0.6363636363636364,1
icosari,sari,age,DE,00-04,3,KIT-TSMixer,133.51677002164502,10.815634365634367,106.79081252081254,251.12321690809193,0.5454545454545454,1
icosari,sari,age,DE,00-04,3,KIT-hhh4,138.08441558441558,55.72077922077922,52.55844155844156,246.36363636363637,0.5454545454545454,1
icosari,sari,age,DE,00-04,3,KIT-persistence,62.65681818181818,210.66233766233765,158.16883116883116,431.487987012987,0.18181818181818182,0.4090909090909091
icosari,sari,age,DE,00-04,3,baseline,278.8305194805195,68.85714285714286,28.123376623376622,375.81103896103895,0.7727272727272727,1
icosari,sari,age,DE,00-04,4,KIT-EnsembleComplete,143.2610824380965,41.028437275311795,47.31909064695978,231.6086103603681,0.6363636363636364,1
icosari,sari,age,DE,00-04,4,KIT-EnsembleRealtime,144.85684776378912,48.374981875967805,47.31909064695978,240.55092028671672,0.5454545454545454,1
icosari,sari,age,DE,00-04,4,KIT-LightGBM,150.72346713613433,84.55737063371498,13.417738873211103,248.69857664306042,0.5,1
icosari,sari,age,DE,00-04,4,KIT-TSMixer,125.13120874958375,14.791741591741596,172.25189643689646,312.1748467782218,0.5454545454545454,0.9545454545454546
icosari,sari,age,DE,00-04,4,KIT-hhh4,153.92857142857144,66.97402597402598,49.94155844155844,270.84415584415586,0.5454545454545454,1
icosari,sari,age,DE,00-04,4,KIT-persistence,74.35422077922078,258.3376623376623,168.88311688311688,501.575,0.18181818181818182,0.5
icosari,sari,age,DE,00-04,4,baseline,267.3698051948052,75.87012987012987,28.324675324675326,371.5646103896104,0.7272727272727273,1
icosari,sari,age,DE,05-14,-3,KIT-EnsembleNowcastComplete,1.5252800582992505,1.5797511312217194,12.555827184877744,15.660858374398714,0.13636363636363635,0.18181818181818182
icosari,sari,age,DE,05-14,-3,KIT-EnsembleNowcastRealtime,1.2997737556561122,2.050527903469082,12.512820512820513,15.863122171945706,0.13636363636363635,0.18181818181818182
icosari,sari,age,DE,05-14,-3,KIT-epinowcast,0,3.5,7.409090909090909,10.909090909090908,0.13636363636363635,0.13636363636363635
icosari,sari,age,DE,05-14,-3,KIT-simple_nowcast,1.4763574660633485,1.9457013574660633,12.285067873303168,15.70712669683258,0.7727272727272727,0.8181818181818182
icosari,sari,age,DE,05-14,-3,RIVM-GAM,1.163311688311689,2.3636363636363638,5.642857142857142,9.169805194805194,0.7727272727272727,0.8181818181818182
icosari,sari,age,DE,05-14,-3,RKI-Pilot_01,0.7402282017732118,0,6.511054953661379,7.2512831554345905,0.9090909090909091,0.9545454545454546
icosari,sari,age,DE,05-14,-2,KIT-EnsembleNowcastComplete,9.027071905901504,2.2449095022624435,26.918720360177122,38.19070176834107,0.18181818181818182,0.6363636363636364
icosari,sari,age,DE,05-14,-2,KIT-EnsembleNowcastRealtime,8.985913461538463,2.6617647058823533,26.790346907993968,38.438025075414785,0.18181818181818182,0.7272727272727273
icosari,sari,age,DE,05-14,-2,KIT-epinowcast,3.549975649350649,4.012987012987013,15.795779220779218,23.35874188311688,0.18181818181818182,0.5909090909090909
icosari,sari,age,DE,05-14,-2,KIT-simple_nowcast,9.396493212669684,3.004524886877828,25.952488687782804,38.35350678733032,0.36363636363636365,0.8636363636363636
icosari,sari,age,DE,05-14,-2,RIVM-GAM,4.9902597402597415,2.409090909090909,13.11038961038961,20.509740259740262,0.6363636363636364,0.8636363636363636
icosari,sari,age,DE,05-14,-2,RKI-Pilot_01,4.0669927248951945,0,15.373038209303987,19.440030934199182,0.8636363636363636,0.9090909090909091
icosari,sari,age,DE,05-14,-1,KIT-EnsembleNowcastComplete,21.332895472595187,7.356603753955601,24.773692120082107,53.4631913466329,0.5454545454545454,0.8181818181818182
icosari,sari,age,DE,05-14,-1,KIT-EnsembleNowcastRealtime,20.10397718702867,8.5908371040724,25.270663650075406,53.965477941176474,0.45454545454545453,0.8181818181818182
icosari,sari,age,DE,05-14,-1,KIT-epinowcast,12.010381493506495,7.834090909090909,17.658441558441556,37.502913961038956,0.4090909090909091,0.8181818181818182
icosari,sari,age,DE,05-14,-1,KIT-simple_nowcast,12.267760180995475,11.69683257918552,30.70361990950226,54.66821266968326,0.22727272727272727,0.5909090909090909
icosari,sari,age,DE,05-14,-1,RIVM-GAM,16.041558441558443,2.896103896103896,15.292207792207792,34.22987012987013,0.7272727272727273,0.9090909090909091
icosari,sari,age,DE,05-14,-1,RKI-Pilot_01,8.332939498459382,1.0766113357252982,21.869603856700632,31.27915469088531,0.8636363636363636,0.8636363636363636
icosari,sari,age,DE,05-14,0,KIT-EnsembleNowcastComplete,53.86403054372853,36.355848404717456,-12.86400776183173,77.35587118661427,0.5,0.9090909090909091
icosari,sari,age,DE,05-14,0,KIT-EnsembleNowcastRealtime,54.51653563348416,36.84977375565611,-10.907993966817491,80.45831542232277,0.4090909090909091,0.9090909090909091
icosari,sari,age,DE,05-14,0,KIT-epinowcast,50.81831980519481,19.843506493506492,9.454545454545455,80.11637175324675,0.5,1
icosari,sari,age,DE,05-14,0,KIT-simple_nowcast,22.59864253393665,56.01809954751131,8.004524886877828,86.6212669683258,0.3181818181818182,0.5454545454545454
icosari,sari,age,DE,05-14,0,RIVM-GAM,42.275000000000006,8.941558441558442,10.487012987012987,61.70357142857143,0.7727272727272727,1
icosari,sari,age,DE,05-14,-0,RKI-Pilot_01,21.979942292691284,6.327416142333288,12.268213698885262,40.57557213390984,0.5909090909090909,1
icosari,sari,age,DE,05-14,1,KIT-EnsembleComplete,69.31794479199681,9.1407981075829845,87.73929029223142,166.19803319181122,0.5454545454545454,0.9090909090909091
icosari,sari,age,DE,05-14,1,KIT-EnsembleRealtime,69.74568026583782,11.417019446786048,88.02803741677914,169.190737129403,0.5,0.9090909090909091
icosari,sari,age,DE,05-14,1,KIT-LightGBM,41.31516346356953,6.232546114710216,280.0401901229523,327.58789970123206,0.4090909090909091,0.6818181818181818
icosari,sari,age,DE,05-14,1,KIT-TSMixer,77.15815143190143,8.72049617049617,59.11677489177489,144.9954224941725,0.6818181818181818,1
icosari,sari,age,DE,05-14,1,KIT-hhh4,89.48051948051948,23.305194805194805,55.103896103896105,167.8896103896104,0.6363636363636364,1
icosari,sari,age,DE,05-14,1,KIT-persistence,31.540584415584416,82.71428571428571,67.71428571428571,181.96915584415584,0.13636363636363635,0.5454545454545454
icosari,sari,age,DE,05-14,1,baseline,57.02435064935065,0,429.76623376623377,486.7905844155844,0,0.6818181818181818
icosari,sari,age,DE,05-14,2,KIT-EnsembleComplete,75.00200800205945,12.711959866838681,133.95007146791275,221.66403933681087,0.6818181818181818,0.9090909090909091
icosari,sari,age,DE,05-14,2,KIT-EnsembleRealtime,76.72801854592319,15.96878647975091,134.44567635512234,227.14248138079645,0.5909090909090909,0.9090909090909091
icosari,sari,age,DE,05-14,2,KIT-LightGBM,40.70326942742377,6.429340433152951,329.8845283842868,377.0171382448635,0.2727272727272727,0.6818181818181818
icosari,sari,age,DE,05-14,2,KIT-TSMixer,75.2118454878455,10.386458541458543,98.2701923076923,183.86849633699634,0.6818181818181818,0.9545454545454546
icosari,sari,age,DE,05-14,2,KIT-hhh4,109.0909090909091,38.55844155844156,104.41558441558442,252.06493506493507,0.5909090909090909,0.9090909090909091
icosari,sari,age,DE,05-14,2,KIT-persistence,34.28279220779221,152.05844155844156,141.07142857142858,327.41266233766237,0.09090909090909091,0.45454545454545453
icosari,sari,age,DE,05-14,2,baseline,57.11785714285715,0,428.34415584415586,485.462012987013,0,0.6818181818181818
icosari,sari,age,DE,05-14,3,KIT-EnsembleComplete,78.59837761876719,20.51943552080513,157.73690557891564,256.85471871848796,0.6363636363636364,0.8636363636363636
icosari,sari,age,DE,05-14,3,KIT-EnsembleRealtime,81.97821815367664,23.554289786373936,157.4644250546425,262.99693299469305,0.5909090909090909,0.8636363636363636
icosari,sari,age,DE,05-14,3,KIT-LightGBM,36.76591836246207,8.23201898699097,337.21881758488973,382.21675493434276,0.18181818181818182,0.6818181818181818
icosari,sari,age,DE,05-14,3,KIT-TSMixer,74.15908462370963,21.81736763236763,129.20213702963704,225.17858928571428,0.5454545454545454,0.9090909090909091
icosari,sari,age,DE,05-14,3,KIT-hhh4,124.87012987012987,56.14935064935065,125.16233766233766,306.1818181818182,0.5454545454545454,0.9090909090909091
icosari,sari,age,DE,05-14,3,KIT-persistence,34.675000000000004,210.35714285714286,180.21428571428572,425.24642857142857,0.13636363636363635,0.22727272727272727
icosari,sari,age,DE,05-14,3,baseline,55.84318181818182,0,412.3376623376623,468.18084415584417,0,0.6818181818181818
icosari,sari,age,DE,05-14,4,KIT-EnsembleComplete,81.84430884853083,22.69936229961565,158.2547730500976,262.7984441982441,0.6363636363636364,0.8636363636363636
icosari,sari,age,DE,05-14,4,KIT-EnsembleRealtime,86.54879034719343,27.885319511266527,158.4065600269896,272.8406698854496,0.5909090909090909,0.8636363636363636
icosari,sari,age,DE,05-14,4,KIT-LightGBM,37.22683447100042,8.404395205509482,294.0056383749571,339.636868051467,0.22727272727272727,0.6818181818181818
icosari,sari,age,DE,05-14,4,KIT-TSMixer,68.37102713952714,18.615800865800864,151.28382367632366,238.27065168165169,0.5454545454545454,0.9090909090909091
